,open,close,high,low,volume,money
2015-05-29,4839.53,4840.83,4924.3,4665.52,42787885900.0,636008152610.0
2015-06-01,4862.76,5076.18,5079.32,4835.77,41750374100.0,637843681462.0
2015-06-02,5091.27,5161.87,5162.56,5047.08,41297319600.0,658452859697.0
2015-06-03,5176.6,5143.59,5186.97,5059.49,41425827000.0,672056532157.0
2015-06-04,5156.01,5181.42,5194.23,4863.47,48276726800.0,735170669363.0
2015-06-05,5254.9,5230.55,5288.34,5104.18,54596119600.0,855224403052.0
2015-06-08,5259.41,5353.75,5370.61,5202.6,63731323700.0,949498013951.0
2015-06-09,5379.47,5317.46,5380.43,5251.21,57042726300.0,871431819564.0
2015-06-10,5254.3,5309.11,5374.83,5209.68,44216567600.0,711509256785.0
2015-06-11,5305.14,5306.59,5329.3,5248.16,39233875500.0,660584867997.0
2015-06-12,5329.28,5335.11,5351.65,5283.09,43013138600.0,694213173337.0
2015-06-15,5354.01,5221.17,5362.45,5207.31,47574570300.0,766237730233.0
2015-06-16,5165.02,5064.82,5204.3,5015.27,41167563800.0,651522532247.0
2015-06-17,5072.31,5138.83,5158.37,4949.29,39712418700.0,589868366440.0
2015-06-18,5107.69,4930.55,5121.22,4926.43,36439581400.0,555646755662.0
2015-06-19,4847.06,4637.05,4910.45,4634.69,35810474400.0,519609575034.0
2015-06-23,4641.43,4786.09,4786.95,4455.33,36508794400.0,536984113004.0
2015-06-24,4811.6,4880.13,4883.73,4744.31,43463872300.0,615374085939.0
2015-06-25,4906.24,4706.52,4919.26,4667.22,44613598200.0,640246401379.0
2015-06-26,4573.87,4336.19,4650.19,4278.68,44663979000.0,612959478689.0
2015-06-29,4446.84,4191.55,4451.17,4000.93,52566248200.0,704014548847.0
2015-06-30,4161.07,4473.0,4475.77,4016.01,52704528000.0,716045824698.0
2015-07-01,4408.98,4253.02,4526.13,4235.7,43172141100.0,623330596858.0
2015-07-02,4287.73,4108.0,4312.19,4000.06,45706219400.0,593506685518.0
2015-07-03,4017.2,3885.92,4164.63,3785.9,42930085000.0,538216869728.0
2015-07-06,4218.27,3998.54,4218.27,3832.47,64809453000.0,779558044352.0
2015-07-07,3877.85,3928.0,3960.64,3743.62,67938500700.0,795962644454.0
2015-07-08,3651.06,3663.04,3762.62,3612.25,58146709700.0,640122398881.0
2015-07-09,3621.68,3897.63,3930.26,3537.83,50387061000.0,564744043358.0
2015-07-10,3916.27,4106.56,4179.11,3887.55,50070180200.0,629079512954.0
2015-07-13,4132.23,4211.81,4278.16,4072.43,50209218600.0,659251724205.0
2015-07-14,4178.63,4112.15,4258.51,4062.5,45442200900.0,597521262486.0
2015-07-15,4068.88,3966.76,4114.24,3899.51,42195636700.0,514064532339.0
2015-07-16,3949.64,3997.36,4067.02,3856.32,33053134500.0,410050894560.0
2015-07-17,4023.76,4151.5,4190.19,4000.23,33110713100.0,435597103716.0
2015-07-20,4157.06,4160.61,4221.69,4106.39,35267347200.0,483493894661.0
2015-07-21,4109.76,4166.01,4201.48,4081.7,31837494500.0,431695843789.0
2015-07-22,4148.56,4157.16,4187.43,4094.71,31894599700.0,441832505196.0
2015-07-23,4158.93,4250.81,4262.06,4148.82,35447175900.0,483972220006.0
2015-07-24,4255.2,4176.28,4299.65,4154.62,39204537300.0,535901647230.0
2015-07-27,4097.8,3818.73,4156.31,3817.17,36505451100.0,477952010794.0
2015-07-28,3690.97,3811.09,3883.45,3627.42,38352721600.0,482654543336.0
2015-07-29,3839.96,3930.38,3934.0,3769.19,27697284500.0,372287868068.0
2015-07-30,3915.78,3815.41,3968.53,3802.88,27154866500.0,376351170573.0
2015-07-31,3777.16,3816.7,3863.62,3757.99,22237676700.0,299312543754.0
2015-08-03,3766.07,3829.24,3829.24,3742.58,24580503000.0,309631297700.0
2015-08-04,3827.37,3948.16,3948.45,3801.03,22023655600.0,288756503266.0
2015-08-05,3937.62,3866.9,3962.28,3858.66,20048426900.0,272693513971.0
2015-08-06,3802.93,3831.85,3888.69,3793.24,14727869400.0,195532363765.0
2015-08-07,3866.43,3906.95,3926.65,3857.91,18334915300.0,246546119056.0
2015-08-10,3947.47,4084.36,4101.73,3932.84,30678054000.0,401702020648.0
2015-08-11,4083.59,4066.67,4110.13,4042.0,32203419100.0,416996541243.0
2015-08-12,4025.67,4016.13,4078.03,4015.36,25514619600.0,339799364935.0
2015-08-13,4010.01,4075.46,4075.7,3967.82,24283697900.0,319887602964.0
2015-08-14,4097.92,4073.54,4113.16,4056.73,25339299600.0,340076813259.0
2015-08-17,4058.11,4077.87,4081.77,4009.99,25693963800.0,336830563044.0
2015-08-18,4084.31,3825.41,4103.05,3816.55,31988107000.0,424924184411.0
2015-08-19,3748.27,3886.14,3898.74,3668.19,26904983900.0,340923470856.0
2015-08-20,3848.4,3761.45,3880.82,3761.45,21216796500.0,270576698834.0
2015-08-21,3714.29,3589.54,3757.78,3578.18,21798640300.0,267498426435.0
2015-08-24,3454.6,3275.53,3468.15,3266.55,25543665200.0,273124228208.0
2015-08-25,3070.01,3042.93,3200.11,3019.56,27608130600.0,281160333742.0
2015-08-26,3062.57,3025.69,3192.93,2952.01,30827062300.0,312188248685.0
2015-08-27,3092.81,3205.64,3206.72,3028.4,26729493000.0,278769983405.0
2015-08-28,3246.24,3342.29,3353.24,3223.62,29949842600.0,318763482694.0
2015-08-31,3307.4,3366.54,3368.28,3205.54,28025040300.0,306610891136.0
2015-09-01,3296.53,3362.08,3370.5,3190.58,35245852800.0,351387828324.0
2015-09-02,3220.85,3365.83,3387.02,3213.64,34778941200.0,348986389305.0
2015-09-07,3347.29,3250.49,3422.22,3240.24,20422443100.0,221756790269.0
2015-09-08,3221.79,3334.02,3340.22,3170.81,15459963100.0,168294750030.0
2015-09-09,3344.82,3399.3,3426.65,3330.29,22046742100.0,258815794996.0
2015-09-10,3349.28,3357.56,3398.32,3337.31,14488297100.0,168108269695.0
2015-09-11,3349.88,3347.19,3383.13,3315.48,10854750800.0,130262410873.0
2015-09-14,3367.64,3281.13,3373.92,3187.57,20545725100.0,226168550065.0
2015-09-15,3208.74,3152.23,3240.08,3131.98,14355564100.0,145989213753.0
2015-09-16,3149.16,3309.25,3345.92,3131.37,15970999400.0,168269840344.0
2015-09-17,3287.66,3237.0,3354.91,3237.0,16940188100.0,190270181393.0
2015-09-18,3254.44,3251.27,3280.88,3227.83,10690348100.0,121752531747.0
2015-09-21,3222.6,3308.25,3312.55,3211.93,12278866800.0,145323018237.0
2015-09-22,3312.37,3339.03,3371.41,3303.18,14622198500.0,172492862561.0
2015-09-23,3290.07,3263.03,3315.93,3253.33,12317143900.0,136885975737.0
2015-09-24,3278.9,3285.0,3300.86,3255.9,10201123800.0,120820642496.0
2015-09-25,3272.66,3231.95,3290.86,3201.91,12141927800.0,137602168790.0
2015-09-28,3226.61,3242.75,3246.55,3186.51,7421946800.0,88007466971.0
2015-09-29,3197.22,3178.85,3208.42,3159.04,8715063300.0,96691510035.0
2015-09-30,3195.9,3202.95,3223.91,3186.77,7855934900.0,95881598729.0
2015-10-08,3324.98,3296.48,3337.33,3294.61,13208176800.0,164120601354.0
2015-10-09,3302.36,3340.12,3352.38,3293.97,12435250000.0,144731343186.0
2015-10-12,3351.14,3447.69,3486.63,3347.25,22140046800.0,263706468495.0
2015-10-13,3422.48,3445.04,3452.05,3413.97,14543378600.0,174978937957.0
2015-10-14,3431.14,3406.11,3458.7,3403.23,15217393800.0,174599255680.0
2015-10-15,3403.39,3486.82,3486.82,3402.32,17115829900.0,201881880361.0
2015-10-16,3508.52,3534.07,3537.54,3487.1,20896470900.0,252211491386.0
2015-10-19,3548.95,3534.18,3572.99,3502.51,20760674400.0,254890985147.0
2015-10-20,3527.88,3577.7,3577.8,3510.44,17902510800.0,226525577194.0
2015-10-21,3580.84,3473.25,3601.24,3417.41,28207605000.0,326886985805.0
2015-10-22,3453.2,3524.53,3530.77,3442.31,18430558000.0,223583606540.0
2015-10-23,3536.84,3571.24,3581.84,3515.82,19829447800.0,247059685203.0
2015-10-26,3614.7,3589.26,3620.76,3561.19,20424886300.0,270489759134.0
2015-10-27,3569.45,3592.88,3601.05,3486.1,19205614000.0,239042538536.0
2015-10-28,3575.8,3524.92,3598.17,3517.21,17097709800.0,213303023833.0
2015-10-29,3539.98,3533.31,3561.81,3507.97,12701044600.0,161051885808.0
2015-10-30,3530.22,3534.08,3574.47,3497.57,13914191400.0,183317149529.0
2015-11-02,3489.22,3475.96,3543.45,3474.71,13000256800.0,167455101934.0
2015-11-03,3484.72,3465.49,3501.7,3452.62,10140187600.0,132231502584.0
2015-11-04,3477.16,3628.54,3628.54,3477.16,20542386500.0,266955889953.0
2015-11-05,3630.78,3705.97,3781.41,3627.3,39804656800.0,495138171518.0
2015-11-06,3698.34,3793.37,3801.7,3694.66,29875307600.0,389779446699.0
2015-11-09,3796.38,3840.36,3891.77,3796.38,35680482300.0,463161707601.0
2015-11-10,3806.67,3833.24,3876.49,3798.82,28651960300.0,380910629424.0
2015-11-11,3828.45,3833.65,3843.11,3781.41,23223429600.0,307008336072.0
2015-11-12,3841.74,3795.32,3843.9,3771.27,21753764700.0,302446791881.0
2015-11-13,3756.2,3746.24,3793.71,3727.59,20348989100.0,281961129453.0
2015-11-16,3682.74,3764.13,3764.41,3680.07,16169090100.0,227483711616.0
2015-11-17,3790.43,3758.39,3852.77,3750.16,24853307100.0,365138598381.0
2015-11-18,3760.46,3715.58,3771.85,3706.31,18568949500.0,254137953313.0
2015-11-19,3725.62,3774.97,3775.23,3714.68,15463198900.0,204557606993.0
2015-11-20,3778.88,3774.38,3793.55,3757.03,18695168900.0,242295089781.0
2015-11-23,3774.44,3753.34,3802.85,3743.41,17562681200.0,234640979610.0
2015-11-24,3745.76,3753.89,3754.17,3702.74,14338328300.0,192495095083.0
2015-11-25,3747.76,3781.61,3781.86,3735.72,15194494100.0,215125047954.0
2015-11-26,3795.24,3759.43,3805.84,3756.82,17352546800.0,239797205559.0
2015-11-27,3739.1,3556.99,3742.74,3534.39,20893935800.0,269758168475.0
2015-11-30,3554.89,3566.41,3587.97,3455.07,17320116300.0,220098287801.0
2015-12-01,3562.32,3591.7,3617.3,3536.12,13653655400.0,176598805608.0
2015-12-02,3587.76,3721.95,3725.85,3573.4,21353886500.0,260938692616.0
2015-12-03,3709.55,3749.3,3758.45,3693.14,19776212600.0,236698987440.0
2015-12-04,3719.73,3677.59,3726.12,3667.29,15119952200.0,196455597757.0
2015-12-07,3681.58,3687.61,3699.34,3658.58,11388315000.0,161220059836.0
2015-12-08,3668.84,3623.02,3668.84,3619.45,12578108300.0,163317229186.0
2015-12-09,3613.42,3635.94,3655.16,3611.49,11332542200.0,154319992100.0
2015-12-10,3634.37,3623.08,3678.32,3615.99,12021562500.0,168622188283.0
2015-12-11,3605.37,3608.06,3630.74,3578.15,11032248100.0,145248640244.0
2015-12-14,3573.88,3711.32,3712.5,3571.0,15176911900.0,203291513291.0
2015-12-15,3707.73,3694.39,3717.36,3679.23,12648171000.0,186795461663.0
2015-12-16,3703.95,3685.44,3713.09,3677.45,11134272300.0,160118243242.0
2015-12-17,3712.78,3755.89,3768.84,3709.85,17792407500.0,242543823434.0
2015-12-18,3754.96,3767.91,3810.22,3750.93,17346598000.0,232281458171.0
2015-12-21,3762.1,3865.97,3877.82,3759.99,21743527500.0,289905289214.0
2015-12-22,3872.1,3876.73,3880.47,3841.59,18030366100.0,243797366698.0
2015-12-23,3877.87,3866.38,3926.69,3862.97,20701714700.0,294710770246.0
2015-12-24,3858.14,3829.4,3867.68,3787.08,14718139700.0,203683543579.0
2015-12-25,3832.09,3838.2,3848.03,3813.2,11962401300.0,163314511431.0
2015-12-28,3847.53,3727.63,3853.39,3727.63,15398844000.0,210026020459.0
2015-12-29,3723.05,3761.88,3762.05,3710.48,10188555500.0,140405054699.0
2015-12-30,3762.91,3765.18,3765.66,3726.28,10562995500.0,155744099319.0
2015-12-31,3760.9,3731.01,3772.62,3727.32,10187355600.0,145043696235.0
2016-01-04,3725.86,3469.07,3726.24,3468.95,11537067400.0,145968206095.0
2016-01-05,3382.18,3478.78,3518.22,3377.28,16211698400.0,196017085879.0
2016-01-06,3482.41,3539.81,3543.74,3468.47,14596614400.0,160947198402.0
2016-01-07,3481.15,3294.38,3481.15,3284.74,4410264100.0,47130795628.0
2016-01-08,3371.87,3361.56,3418.85,3237.93,18595945100.0,203498868289.0
2016-01-11,3303.13,3192.45,3342.48,3192.45,17463838700.0,184464050180.0
2016-01-12,3214.82,3215.71,3242.25,3174.55,12822579600.0,142048909710.0
2016-01-13,3240.48,3155.88,3257.3,3155.88,12066649400.0,130886082444.0
2016-01-14,3076.64,3221.57,3226.66,3072.04,13453767100.0,144771580596.0
2016-01-15,3200.89,3118.73,3216.8,3101.05,12460177900.0,131882737252.0
2016-01-18,3068.23,3130.73,3165.62,3066.73,10112838600.0,109458287764.0
2016-01-19,3132.7,3223.13,3227.91,3119.22,12765389300.0,142907686296.0
2016-01-20,3204.22,3174.38,3225.95,3154.43,13065050400.0,143313337192.0
2016-01-21,3136.38,3081.35,3202.54,3081.35,11118973300.0,121856195433.0
2016-01-22,3114.89,3113.46,3132.17,3053.96,8995108700.0,96885673842.0
2016-01-25,3129.03,3128.89,3149.33,3105.1,8154006100.0,85777891364.0
2016-01-26,3099.6,2940.51,3106.53,2934.65,12693392100.0,127250652518.0
2016-01-27,2953.18,2930.35,2963.54,2839.29,13222936600.0,126997670778.0
2016-01-28,2909.33,2853.76,2941.89,2841.84,9922275600.0,95663874927.0
2016-01-29,2855.6,2946.09,2965.31,2854.37,11330425900.0,109462356680.0
2016-02-01,2939.04,2901.05,2944.52,2869.56,8679534200.0,82931453498.0
2016-02-02,2901.53,2961.33,2972.43,2901.51,8860196300.0,88740230428.0
2016-02-03,2931.29,2948.64,2954.71,2909.9,7738900000.0,74817092259.0
2016-02-04,2960.33,2984.76,2999.21,2960.21,9177972400.0,91550346872.0
2016-02-05,2982.06,2963.79,2988.36,2962.85,7685080800.0,77443222334.0
2016-02-15,2888.43,2946.71,2961.49,2886.02,7291943400.0,71285049141.0
2016-02-16,2962.19,3037.04,3042.09,2962.19,11257964300.0,112300492317.0
2016-02-17,3034.09,3063.32,3065.78,3027.05,12829160700.0,122279340234.0
2016-02-18,3079.53,3053.7,3093.51,3049.84,12440146400.0,122618612161.0
2016-02-19,3047.94,3051.59,3065.97,3032.63,8733801200.0,90849341804.0
2016-02-22,3083.93,3118.87,3128.21,3071.33,14094696800.0,141684080627.0
2016-02-23,3117.2,3089.36,3119.22,3061.43,11256739100.0,117476469063.0
2016-02-24,3077.61,3109.55,3109.55,3055.25,11178265000.0,112918607549.0
2016-02-25,3104.41,2918.75,3104.44,2905.46,15782975200.0,153493008194.0
2016-02-26,2942.1,2948.03,2964.39,2902.95,10694972900.0,102531571946.0
2016-02-29,2939.58,2877.47,2939.87,2821.21,12934102000.0,118440829598.0
2016-03-01,2881.34,2930.69,2950.44,2863.32,11604591800.0,110491037808.0
2016-03-02,2933.92,3051.33,3054.72,2933.12,17597234700.0,164025161471.0
2016-03-03,3050.39,3058.42,3078.44,3040.25,17310574400.0,165509087742.0
2016-03-04,3047.54,3093.89,3101.66,3032.42,21917253400.0,205520475543.0
2016-03-07,3109.0,3104.84,3130.9,3083.58,13246203700.0,127790344488.0
2016-03-08,3100.15,3107.67,3109.25,3001.83,13623574200.0,128758488144.0
2016-03-09,3045.92,3071.91,3072.92,3020.13,11146624500.0,106298652785.0
2016-03-10,3056.21,3013.15,3074.16,3012.69,7607219700.0,78180468559.0
2016-03-11,2990.21,3018.28,3026.44,2982.17,7333356400.0,74367296548.0
2016-03-14,3039.57,3065.69,3106.8,3034.0,11710865500.0,123539094703.0
2016-03-15,3061.34,3074.78,3077.08,3028.58,9831194100.0,101302845698.0
2016-03-16,3068.87,3090.03,3100.35,3064.52,12473644800.0,126128854001.0
2016-03-17,3096.81,3124.2,3147.84,3077.57,12166177700.0,136603715775.0
2016-03-18,3136.22,3171.96,3197.67,3130.1,19730256400.0,210017810346.0
2016-03-21,3203.29,3249.44,3267.78,3198.36,23326946400.0,256836636273.0
2016-03-22,3231.61,3225.79,3249.68,3218.73,16102089700.0,194211982989.0
2016-03-23,3217.73,3236.09,3242.25,3202.98,12567928600.0,155567074583.0
2016-03-24,3211.5,3181.85,3221.91,3181.81,13313112200.0,162436036415.0
2016-03-25,3176.81,3197.82,3204.44,3174.32,9739533000.0,115195604431.0
2016-03-28,3206.95,3169.73,3229.62,3161.88,10344193300.0,123844044128.0
2016-03-29,3171.31,3135.41,3178.07,3122.76,9729474700.0,113844280553.0
2016-03-30,3161.29,3216.28,3216.68,3161.29,11780251200.0,140721774451.0
2016-03-31,3229.2,3218.09,3241.93,3208.66,12155207400.0,147267617416.0
2016-04-01,3213.67,3221.89,3222.61,3165.86,11812213900.0,127050098456.0
2016-04-05,3211.3,3264.49,3271.93,3205.21,14604777200.0,159296543667.0
2016-04-06,3250.52,3257.53,3267.64,3236.2,12019630500.0,137206268587.0
2016-04-07,3266.29,3209.29,3270.82,3208.64,11240946700.0,128273067720.0
2016-04-08,3189.85,3185.73,3197.77,3163.3,10100562500.0,113920716519.0
2016-04-11,3213.51,3230.1,3251.57,3213.51,12521270900.0,142759491340.0
2016-04-12,3227.37,3218.45,3232.26,3198.9,9286943700.0,99086557951.0
2016-04-13,3237.86,3261.38,3296.52,3237.86,19561386600.0,200159601290.0
2016-04-14,3277.1,3275.83,3286.07,3252.05,11315732700.0,117989443450.0
2016-04-15,3279.86,3272.21,3282.98,3261.73,9980752900.0,107963982334.0
2016-04-18,3252.67,3228.45,3252.67,3221.66,9709006900.0,103956150095.0
2016-04-19,3243.97,3238.3,3250.73,3221.58,8087144000.0,90976236261.0
2016-04-20,3244.14,3181.03,3248.42,3107.37,16220785800.0,172324694469.0
2016-04-21,3160.8,3160.6,3198.56,3150.94,10475265100.0,110324379038.0
2016-04-22,3142.56,3174.9,3175.38,3137.99,7707849200.0,82442921903.0
2016-04-25,3164.74,3162.03,3172.27,3137.11,6751935100.0,74734848036.0
2016-04-26,3159.77,3179.16,3181.1,3150.4,5902073400.0,68871554173.0
2016-04-27,3181.93,3165.92,3188.83,3162.69,6000414700.0,70620405995.0
2016-04-28,3169.33,3160.58,3174.77,3135.64,6987066000.0,78876767222.0
2016-04-29,3153.54,3156.75,3171.29,3149.4,5802977600.0,70807704222.0
2016-05-03,3159.82,3213.54,3218.49,3151.4,9816483500.0,115733867591.0
2016-05-04,3203.47,3209.46,3222.88,3198.29,9086240800.0,97797134813.0
2016-05-05,3204.17,3213.92,3217.28,3196.57,7473368100.0,83946496908.0
2016-05-06,3213.14,3130.35,3216.89,3130.15,10868024000.0,119265216104.0
2016-05-09,3115.43,3065.62,3115.43,3055.01,9923047700.0,100409213488.0
2016-05-10,3055.21,3069.11,3084.72,3055.18,6884993500.0,70650764147.0
2016-05-11,3080.64,3082.81,3102.88,3063.09,8179425800.0,87323408342.0
2016-05-12,3059.38,3090.14,3095.35,3035.02,7876572600.0,81418792606.0
2016-05-13,3081.68,3074.94,3103.1,3064.69,6262975500.0,65850995649.0
2016-05-16,3064.53,3095.31,3095.56,3053.66,5946185600.0,64405200020.0
2016-05-17,3095.52,3086.02,3105.2,3073.46,6527812500.0,75389385458.0
2016-05-18,3071.53,3068.04,3072.61,3039.46,8271536900.0,88458847115.0
2016-05-19,3060.34,3062.5,3086.98,3058.14,6044416600.0,68679060392.0
2016-05-20,3047.78,3078.22,3078.53,3041.52,5608084200.0,65124251092.0
2016-05-23,3078.51,3087.22,3098.48,3076.5,5969721600.0,70337514484.0
2016-05-24,3083.24,3063.56,3083.26,3052.59,5873438500.0,61106015446.0
2016-05-25,3079.75,3059.23,3089.1,3054.87,5665280300.0,63316562530.0
2016-05-26,3056.6,3064.21,3072.52,3027.44,6039298100.0,65985183919.0
2016-05-27,3059.73,3062.5,3073.76,3052.18,6046875000.0,59371777079.0
2016-05-30,3056.31,3066.71,3075.26,3037.66,6309857900.0,63496565009.0
2016-05-31,3068.6,3169.56,3170.93,3068.6,13886311100.0,151398175957.0
2016-06-01,3172.96,3160.55,3181.79,3159.82,11314848200.0,131700821152.0
2016-06-02,3158.03,3167.1,3168.82,3151.07,8600342700.0,97093625345.0
2016-06-03,3172.95,3189.33,3201.75,3162.09,10149178300.0,136332027087.0
2016-06-06,3192.78,3178.79,3197.22,3168.55,7669375100.0,101176231366.0
2016-06-07,3182.44,3177.05,3186.62,3168.18,6892831400.0,88711618425.0
2016-06-08,3171.81,3163.99,3174.97,3148.35,7629177500.0,97682790861.0
2016-06-13,3134.05,3066.34,3145.61,3065.77,9297594700.0,114091320004.0
2016-06-14,3058.44,3075.98,3078.75,3055.66,6627945700.0,78622305350.0
2016-06-15,3043.96,3116.37,3128.67,3042.23,8739325700.0,106170177872.0
2016-06-16,3104.36,3094.67,3112.48,3089.48,8297470300.0,93496238871.0
2016-06-17,3096.09,3110.36,3131.05,3096.09,8540298500.0,97953389320.0
2016-06-20,3114.91,3112.67,3118.73,3089.71,6358714100.0,74647802462.0
2016-06-21,3124.9,3106.32,3155.49,3097.94,8796534500.0,107233643632.0
2016-06-22,3100.45,3133.96,3134.06,3096.99,6648711300.0,81348715848.0
2016-06-23,3129.72,3117.32,3129.72,3102.48,6775173800.0,81732552159.0
2016-06-24,3110.65,3077.16,3130.54,3033.97,10479220800.0,118967441702.0
2016-06-27,3065.13,3120.54,3120.64,3064.97,8326725900.0,104066083791.0
2016-06-28,3107.4,3136.4,3139.43,3099.7,9202463700.0,117197791504.0
2016-06-29,3142.48,3151.39,3158.08,3139.13,10372366800.0,117958861189.0
2016-06-30,3152.83,3153.92,3163.72,3148.2,7969261700.0,100627912925.0
2016-07-01,3156.93,3154.2,3170.26,3148.29,7174628300.0,91215027688.0
2016-07-04,3136.39,3204.7,3210.6,3134.02,13331052900.0,149894780037.0
2016-07-05,3199.16,3207.38,3216.7,3198.0,13022689500.0,143899100428.0
2016-07-06,3197.62,3216.8,3217.52,3183.45,12489745800.0,147232471496.0
2016-07-07,3206.55,3209.95,3220.54,3190.12,11859520200.0,140488833675.0
2016-07-08,3199.75,3192.28,3204.93,3183.96,8973485500.0,111063465417.0
2016-07-11,3199.04,3203.33,3235.96,3197.63,13852951100.0,155288151673.0
2016-07-12,3201.91,3273.18,3273.47,3200.3,17253421700.0,190853738897.0
2016-07-13,3274.02,3282.87,3300.99,3271.78,17519609000.0,196592300322.0
2016-07-14,3277.48,3276.76,3281.95,3259.07,10752579800.0,128090420917.0
2016-07-15,3278.84,3276.28,3285.03,3265.29,10266502600.0,125179812929.0
2016-07-18,3269.71,3262.02,3281.64,3251.77,11031251800.0,129785706199.0
2016-07-19,3260.43,3248.23,3264.73,3226.2,8888686100.0,107108911172.0
2016-07-20,3246.86,3237.61,3254.51,3232.26,7270125500.0,91367448994.0
2016-07-21,3238.34,3252.52,3271.37,3238.3,8600482500.0,107464072513.0
2016-07-22,3251.24,3225.16,3253.77,3220.89,8602912800.0,107416887320.0
2016-07-25,3220.17,3230.89,3243.79,3218.14,7020318500.0,92015844035.0
2016-07-26,3228.23,3269.59,3269.75,3228.01,8105108900.0,103745762758.0
2016-07-27,3270.08,3218.24,3276.51,3157.41,16018866500.0,186928366498.0
2016-07-28,3204.46,3221.14,3235.78,3195.27,11277996400.0,137295892753.0
2016-07-29,3217.19,3203.93,3225.42,3198.68,8804483700.0,103787029748.0
2016-08-01,3196.43,3176.81,3199.98,3156.75,8700349700.0,98818634361.0
